q_id,contents,category
796,"問: 中庸首章言性道敎三者, 而自第二節, 只拈說道之一字, 而上不言性, 下不言敎者, 何歟? 三十三章無非言道之費隱大小, 則亦有性與敎之可以指言者歟?",疑
797,朱絃而疏越,義
798,春秋王道之權衡,賦
799,"擬本朝纂修廳進先朝寶鑑, 仍請克勤克敬, 繼述先王之至德, 休揚先王之洪烈",箋
800,七弊法制_田賦_良役_軍政_錢貨_太學_朝政,策
801,本支百世,頌
802,"商傅說謝以刑房求天下, 厥像惟肖",表
803,"梁孟子請監靈臺之詩, 湯誓之辭, 與民同樂",箋
804,亡錢歎,賦
805,"讀子美詩, 歎詩外有事, 押事.",詩
806,"問: 大學言心而不言性, 中庸言性而不言心. 明明德乃大學之綱領, 而中庸以修道爲一篇之體要, 盖聞自性之有形, 謂之心, 行道而有得, 謂之德, 則二書垂訓之不同者, 何歟?",疑
807,_水東注,義
808,十有三載乃同,賦
809,"題諸葛武候_像贊, 歎將軍三顧晩, 押歎.",詩
810,"問: 子曰 “回也, 擇乎中庸, 得一善, 則拳拳服膺, 而不失之矣.” 中庸其可擇而行之歟?",疑
811,唐李光弼謝爲太尉統八路行營,表
812,龜有知,賦
813,"僞遊雲夢, 押僞.",詩
814,"問: 子曰 “鬼神之爲德, 其盛矣乎!” 又曰 “視之而不見, 聽之而不聞.” 又曰 “使天下之人, 齋明盛服, 以承祭祀.” 曰鬼神之不見不聞者, 指理歟氣歟? 旣曰不見不聞, 則何以知其德之盛, 而所謂使天下齋明盛服以承祭祀者, 與所謂鬼神之德, 同歟異歟?",疑
815,是謂發天地之房,義
816,轉椅避塑像,賦
817,"觀_與子貢問答, 押_.",詩
818,"問: 子曰 “天下國家可均也, 爵綠可辭也, 白刃可蹈也.” 辭爵祿之難, 直與均天下蹈白刃 竝稱何歟?",疑
819,伊寡婦之利,義
820,擬漢朝群臣賀親臨勞軍,表
821,周召虎請矢其文德洽此四國,表
822,"本朝_臣請修明大典, 復列聖之舊章, 培券太學, 正多士之_向",箋
823,"周周公謝諭以建爾元子, _侯于魯, 大啓爾宇, 爲周室輔",表
824,"商群臣賀東征西夷怨, 南征北狄怨, 曰奚獨後予",表
825,"人臣之義, 當以王陵爲正",賦
826,"梁孟子請施仁政於民, 制挺以撻秦楚之堅甲利兵矣",箋
827,楚詞列陶詞,賦
828,"宋直寶文閣朱熹請念歲月逾邁, 日新盛德, 使臣忘其夙昔之憂也",表
829,"秦趙藺相如謝不■張目叱左右之■, 爲一擊_",箋
830,商群臣賀仲_作誥釋慙德,表
831,須賈反賣范_,賦
832,"宋_甫請鑒醫人治病之述彭祖觀井之法, _輕用兵西夏",表
833,廣謀獨斷,策
834,"漢群臣賀至渭橋, 太尉周勃上天子璽符",表
835,果哉歎荷_.,賦
836,"洛陽軍前見周亞父, 押見.",詩
837,"問: 中庸曰""率性之謂道"", 性者未發之理, 而旣下率字, 則乃已發後事, 而非寂然不動之體也. 然則率性云者無乃侵及已發界至, 而非性卽情歟? 子貢曰""夫子之言性, 不可得而聞也"", 夫子之不言者, 何歟? 孟子道性善, 夫子之不言, 而孟子言之者, 何歟? 夫子亦嘗曰""性相近也"", 子貢之稱不得聞者, 又何歟? 性善之性, 相近之性與率性之性, 亦有同異之可言歟?",疑
838,"三王敎世子, 必以禮樂.",義
839,遊俠之名觀人才世變.,賦
840,"贈序黎安二生自笑大迂兼示蘇君, 押迂.",詩
841,"問: 孟子曰""口之於味也, 目之於色也, 耳之於聲也, 鼻之於臭也, 四肢之於安佚也, 有命焉, 君子不謂性也"", 又曰""仁之於父子也, 義之於君臣也, 禮之於賓主也, 智之於賢否也, 信之於天道也, 有性焉, 君子不謂命也"", 君子之必以前五者爲命, 而後五者爲性者仁歟? 性命曰是一理, 而君子之必知, 而欲知者抑何意歟?",疑
842,以祈黃_.,義
843,周雖舊邦其命維新,賦
844,小雅兼周之盛衰.,賦
845,"論魯仲連事歎范_亦烏喙, 押事.",詩
846,"問: 中庸曰""鬼神之爲德, 其盛矣乎"", 此_統言造化陰陽之氣也, 而又曰""使天下之人齊明盛服, 以承祭祀, 洋洋乎如在其上, 如在其左右"", 此又專言人事一邊者其義何歟? 夫其氣已散之後, 只是齊明盛服, 而使能使洋洋如在者, 何歟? 而所謂洋洋如在之實統言專言之分, 可以詳言歟. 一理流通幽顯無間, 則其祭祀而人神感應之妙, 又可詳聞歟.",疑
847,私惠不歸德.,義
848,幡然就三聘.,賦
849,"誦皇矣篇對齊王問, 押皇.",詩
850,"問: 子曰""天生德於予, 桓_其如予何"", 又曰""天之未喪斯文也, 匡人其如予何"", 聖人之德與文, 旣得於天, 則獨不得於人者, 何歟? 且曰文者乃謙辭, 則獨於畏匡爲謙辭, 而不言德, 何歟?",疑
851,服牛乘馬.,義
852,讀書如鍊丹,賦
853,肇開鴻業,賦
854,擬漢朝_臣賀長樂宮成表,表
855,先知稼_之艱難乃逸,賦
856,明倫堂,銘
857,"漢群臣賀以蕭何爲相, 韓信爲大將, 還定三秦",表
858,周朝鮮民人等謝封箕子於本國,表
859,唐依韓信故事拜渾_副元師,制
860,天作祭大王.,賦
861,"代魏其侯謝灌仲孺獨不失, 押孺.",詩
862,"問: ""微子去之, 箕子爲之奴, 比干諫而死, 孔子曰'殷有三仁焉'"", 朱子釋之曰""三人之行, 同出於至誠惻_之意"", 夫微子之去而存祀, 宜許其仁, 而至若箕子佯狂, 而卒乃陳範於周, 比干殺身而未勉, 彰惡在其爲仁, 而聖人之同許其仁, 何歟?",疑
863,以會天地之藏.,義
864,卷末錄處士.,賦
865,"作顔魯公祠堂記歎大節不在死難, 押記.",詩
866,"問: 孟子是學孔子者也. 然而孔子曰""加我數年, 卒以學易, 可以無大過"", 孔子之好易如是, 而孟子則未嘗以易之說言之於前後, 吳在其學孔子之義歟?",疑
867,易無思.,義
868,"周群臣賀_民扶老携幼以從之, 旁國皆歸",表
869,冀州.,賦
870,"作遣興詩歎陶潛未達道, 押道.",詩
871,"問: 夫子答弟子之問, ""仁多矣"", 於顔子則曰""克己復禮"", 於仲弓則曰""如見大賓, 如承大祭, 己所不欲勿施於人"", 集註以乾道坤道分而言之者, 其義可得詳言歟?",疑
872,其_維何維筍及蒲.,義
873,夢中猶看洛陽花.,賦
874,"嘉陵江舟中_興慶池龍, 押_",詩
875,"問: 中庸曰""中者, 天下之大本也, 和者, 天下之達道也"", 此則曰體而推用也, 又曰""君子之道, 費而隱"", 此則由用而推體也. 中和費隱均是體用, 而所言先後之序不同, 何歟?",疑
876,厥包橘柚錫貢.,義
877,濟濟多士文王以寧,賦
878,耕根車,銘
879,內修外攘如直內方外,賦
880,大哉乾元,賦
881,道性善.,賦
882,"詢士大夫私計足否, 押計.",詩
883,八月其穫.,義
884,黃花獨言色.,賦
885,"南海謫中念芥舟蟻耐小醉信筆, 押蟻.",詩
886,"一節以趨, 二節以走.",義
887,先誇車甲後私情.,賦
888,"見曾點浴沂對歎有堯舜氣象, 押對.",詩
889,"問: 哀公問弟子, ""孰爲好學"", 孔子對曰, ""有顔回者, 好學, 不遷怒, 不貳過, 不幸短命死矣. 今也則亡, 未聞好學者也"", 未所謂學者, 學所以至於聖人之道也. 聖門諸子何莫非欲學聖人者, 而夫子獨稱顔子以好學者, 何歟? 子游子夏皆在文學之科, 而夫子不許好學, 至如曾氏之學, 得聞一貫之旨, 能傳聖人之統, 則宜與顔子之學無別, 而夫子不許好學者, 何歟? 抑其好學不及於顔子而然歟?",疑
890,庭燎之百由齊桓公始.,義
891,諫道有三難.,賦
892,"讀蘇長公匪公思之句感金蓮燭故事, 押事.",詩
893,"問: 顔淵問仁, 夫子告之以克復, 仲弓問仁, 夫子告之以敬恕, 二子之所問同, 而夫子之所答不同, 何歟? 克復之屬於乾道, 敬恕之屬於坤道, 亦何歟? 至於司馬牛之問, 仁也, 夫子告之以言_, 亦何歟? 言_之義, 亦有乾道坤道之可言歟. 願聞其說.",疑
894,于嗟乎騶虞.,義
895,"問: 論語不云乎, ""學也, 祿在其中, 耕也, _在其中"", 以此觀之, 則不遷不貳. 顔淵之好學, 而簞瓢屢空, 不免無祿之歎, 孰德信道? 子張之爲學, 而務本過高, 反致干祿之失, 何歟? 虞舜耕於歷山, 而終享四海之富, 后稷始爲稼穡, 而竟綿蒼_之業, 烏在_在其中之義歟? 願聞其說.",疑
896,用宏玆賁.,義
897,"問: 論語言仁, 孟子言仁義, 仁包四德, 則義在其中, 而孟子之必雙擧竝稱, 何歟? 孔子言仁處甚多, 而或曰""克己復禮"", 或曰""如承大祭, 如見大賓"", 只孰做工夫處說去, 而孟子則曰""惻隱之心, 仁之端也"", 又曰""仁, 人心也"", 直指心體開示微奧兩聖垂訓, 似若有精粗淺深之別, 何歟? 且得夫子之傳者惟曾子子思, 而大學主敬中庸主誠, 至孟子而始言仁義, 則所謂誠敬果包在仁中而然歟? 抑爲仁之方在於誠敬而然歟?",疑
898,完且不費善衣之次.,義
899,百工惟時撫五辰.,賦
900,"說周孔感歐梅相遇, 押周.",詩
901,程門學者如飮河.,賦
902,"_上授書期穀城山下, 押書.",詩
903,"問: 子曰""攻乎異端, 斯害也已"", 攻而斯之義可得聞歟?",疑
904,嚴惟丕式.,義
905,"問: 中庸九經章, 以修身爲先, 而大學經一章, 則修身在誠正之後, 中庸有尊賢親親等條目, 而大學則不言, 大學有格致誠正等條目, 中庸則不言, 中庸多言誠, 而大學則只曰""誠意"", 大學專言敬, 而中庸則只曰""敬大臣"", 庸學二書互爲表裏, 耳若是不同者, 何歟? 修正先後誠敬詳略自有不同者而然歟. 不同之中有同之者歟.",疑
906,"敎之鄕飮酒之禮, 而孝悌之行立矣.",義
907,三分割據紆籌策.,賦
908,"磻溪遇呂尙號曰""太公望載與俱歸"", 押望.",詩
909,茶罷說論語.,賦
910,"康節本是經世學, 押世.",詩
911,"問: 孟子曰""我善養吾浩然之氣"", 所謂浩然者何氣歟? 程子指此章之旨謂""發前聖之所未發"", 然則前聖未養浩然之氣, 而孟子獨養之歟?",疑
912,不過九命.,義
913,"問: 中庸曰""子之道費而隱"", 所謂費隱若指氣與里而言, 則何以冒之以一, 道字若皆指理而言, 則理中亦有體用微顯之別歟?",疑
914,恭以遠恥.,義
915,魯泰補王道.,賦
916,"代藍田靑石願爲顔氏段氏碑, 押段.",詩
917,大勇賀少師.,賦
918,"作六國論歎又在六國下, 押又.",詩
919,"問: 中庸曰""君子之道, 造端乎夫婦"", 夫子言道只言父子君臣兄弟朋友, 而不及夫婦者, 何歟? 人道, 親莫如父子, 尊莫如君臣, 而必以夫婦爲造端者, 何歟?",疑
920,越王顯.,義
921,"問: 孟子曰""乃所願則學孔子也"", 孟子之所願學者, 何事歟?",疑
922,以達秋氣.,義
923,一曰壽.,賦
924,"觀周樂, 憂秦聲能夏. 押周.",詩
925,"六經, 如__陶冶.",賦
926,讀_邵南序 若燕趙士相爲叱咤. 押士.,詩
927,"問: 明明德, 是性耶心耶? 心性之外, 別有明德耶? 明德若是心性之別稱, 則只云心性, 足矣. 心性之外, 又有所謂明德, 何歟? 且心有體用, 明德是心之體歟? 心之用歟? 願聞其說.",疑
928,其數五.,義
929,"問: 中庸曰: “喜怒哀樂之未發, 謂之中, 發而皆中節, 謂之和.” 夫常人, 亦有喜怒哀樂未發之時, 則於其未發之時, 果皆有中之氣像歟? 若有未發之中, 則宜有已發之和, 而常人之能發而中節者, 絶少者, 何歟?",疑
930,君子不以口譽人.,義
931,"旅獒, 訓王.",賦
932,"聞翁合言, 移配賈似道. 押道.",詩
933,申韓原於道德.,賦
934,"跋華陽頌帖, 笑明皇自稱上淸弟子.",詩
935,"問: 中庸首章曰: “天命之謂性.” 末章曰: “上天之載, 無聲無臭.” 旣曰天命, 則命猶令也, 其所謂無聲無臭者, 何歟? 第十二章鳶飛之喩, 言天理之昭著也, 第十六章於穆之詩, 言天道之不已也, 亦皆合於首末兩章之旨歟?",疑
936,周公其衰矣.,義
937,"問: 司馬牛問君子, 子曰: “不憂不懼.” 孟子曰: “堯以不得舜爲己憂.” 又曰: “孔子懼, 作春秋.” 聖人猶憂懼, 而其曰不憂不懼者, 何歟?",疑
938,惟肖.,義
939,請勿逐客.,賦
940,"讀采薇詩, 歎先王以人道使人. 押使.",詩
941,吾將仕.,賦
942,大名府答虜使問不在中書. 押使.,詩
943,"問: 中庸曰: “天命之謂性.” 朱子釋之曰: “性卽理也.” 張子曰: “形而後, 有氣質之性.” 性中只有理而已, 則張子之兼言氣質者, 何歟?",疑
944,予一人.,義
945,"問: 子曰 “性相近, 習相遠也.” 此指氣質而言也. 集註中, 程子則曰: “此言氣質之性.” 朱子則曰: “ 性兼氣質而言也.” 兩賢之言, 旣不同, 則當從何說歟? 從古聖賢, 皆言本然之性, 則夫子於本性之外, 指示氣質者, 何歟? 後來諸賢之發明此氣質之性者, 誰歟? 願聞其說.",疑
946,曲禮.,義
947,自從刪後更無詩.,賦
948,"見天無烈風淫雨, 海不揚波, 知中國有聖. 押聖.",詩
949,獨寢.,賦
950,"晨夕上堂, 說范滂母故事.",詩
951,"問: 子曰: “民可使由之, 不可使知之.” 若欲由之, 宜先知之, 而不可使知之者, 何歟?",疑
952,善哉_國.,義
953,"問: 中庸曰: “君子, 尊德性而道問學.” 此與首章未發之中已發之中, 其旨果無異同歟? 若以未發已發分之, 則亦有次第之可言, 而又以知行論之, 則何者爲知? 何者爲行歟?",疑
954,"知進退存亡之義者, 其惟聖人乎!",義
955,天乃雨.,賦
956,_出袴下.,詩
957,風雅之終思二公.,賦
958,是日聞歸歟歎出誡_求. 押求.,詩
959,"問: 子曰: “君子無所爭, 必也射乎, 揖讓而升, 下而飮, 其爭也君子.” 夫揖讓者, 恭遜之義, 而爭之反也. 旣謂之揖讓, 而又謂之爭者, 何歟?",疑
960,大夫_.,義
961,"問: 子曰: “惟仁者, 能好人, 能惡人.” 惡是義之端, 而仁能惡人者, 何歟?",疑
962,進士.,義
963,放_六軍至.,賦
964,何有餘機到丘_. 押到.,詩
965,起拜勸令學.,賦
966,"築女懷淸臺, 客巴蜀寡婦. 押婦.",詩
967,"問: 孔子使子路問津於長沮, 沮曰: “是知津矣.” 孔子知津, 則不必爲問, 而長沮之以爲知津者, 何歟? 孔子之問津者, 亦何歟?",疑
968,"大風有隧, 有空大谷.",義
969,"問: 子曰: “吾與回言, 不違如愚.” _子之言曰: “雖欲從之, 末由也已.” 旣曰從之末由, 而夫子之許以不違如愚, 何歟?",疑
970,"知子之來之, 雜_以贈之.",義
971,商量致信死.,賦
972,"赤壁營中, 迎語蔣子翼.",詩
973,如愚亦不愚.,賦
974,市中過朱亥歸歎今日爲公子亦足. 押子.,詩
975,"問: 大學曰: “誠其意者, 必愼獨.” 曾子曰: “十手所指, 十目所視.” 旣曰愼獨, 而又曰十手十目者, 何歟?",疑
976,玄鳥歸.,義
977,"問: 善言德行者, 莫如子貢, 而其論夫子之言曰: “溫良恭儉讓以得之.” 其所可言者, 止此歟? 若以魯論二十篇所載者求之, 則於何見夫子之溫, 於何見夫子之良, 於何見夫子之恭, 於何見夫子之儉, 於何見夫子之讓歟? 且孔門弟子之善觀於聖人威儀之間者, 多矣, 然則學其溫者, 誰歟? 學其良者, 誰歟? 學其恭者, 誰歟? 學其儉者, 誰歟? 學其讓者, 亦誰歟? 諸生熟讀聖人書, 幸詳究以對.",疑
978,乃逸.,義
979,作箴告靈臺.,賦
980,"獨受赤兎馬謝答, 曹孟德怒問. 押怒.",詩
981,璧驚備西北.,賦
982,上書訟灌仲孺罵座事. 押罵.,詩
983,"問: 孟子之所願學惟我孔子, 則行王道敎人學, 宜無異同, 而夫子之意, 在於尊周, 孟子之言, 勸王齊梁, 夫子則罕言性, 而孟子則道性善, 又必稱堯舜而不稱夫子者, 何歟? 豈周室不及於齊梁, 而夫子不賢於堯舜歟? 願聞其說.",疑
984,惟殷于民.,義
985,"問: 中庸曰: “君子之道, 費而隱, 夫婦之愚可以與知焉, 及其至也, 雖聖人亦有所不知焉, 夫婦之不肖可以能行焉, 及其至也, 雖聖人亦有所不能焉.” 愚夫愚婦之所知能, 聖人之所不知不能者, 皆可以指言歟? 夫婦而可知可能, 則是道也, 若是易知易行, 而聖人獨有所不知不能, 則是終有所不可知能者, 願聞其說.",疑
986,"天命玄鳥, 降而生商.",義
987,滿百乃相聞.,賦
988,賜書太原太守諭君寧在傍知狀. 押狀.,詩
989,莞爾笑.,賦
990,"惠州謫中, 作三馬圖贊, 有感. 押贊.",詩
991,"問: 天命之謂性, 率性之謂道, 人與物, 循其性之自然, 而莫不各有當行之道. 然則天命之性, 亦自有許多般數歟?",疑
992,是月也.,義
993,"問: 夫子生知安行之聖, 而自言其進德之序曰: “吾十五志學, 七十而從心所欲不踰矩.” 其所進德, 猶有年數次序之可言歟? 然則十五以前, 未嘗志學, 而未七十之時, 或未至於不勉而中歟? 若使夫子之年, 加以八十九十, 則抑更有進於不踰矩之外歟? 自三十至七十, 皆有十年之一進, 則有積累漸進者然, 惡在其爲生知安行之聖歟?",疑
994,登龜.,義
995,三拜鹿鳴三.,賦
996,聞靈芝宮夢兆引白傳蓬萊詩以書其事. 押萊.,詩
997,惠州不在天上.,賦
998,"訟陳湯舊功, 惜老棄燉煌. 押老.",詩
999,"問: 大學曰: “君子有_矩之道也.” 矩是度物之器, 而借以爲喩, 則君子之度人, 果以何爲矩, 而其所以_之者, 用何道歟? 論語曰: “不踰矩.” 此與_矩之矩字, 同歟異歟?",疑
